Brand,Store Name,Latitude,Longitude,Address,Region
99 Speedmart Malaysia,99 Speedmart 2466 (PG) Taman Seri Berapit,5.3841632,100.4786727,"No: 15 & 17, Ground Floor, Jalan Seri Berapit, Taman Seri Berapit, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2470 (PK) Jalan Raja Musa Aziz,4.599093,101.08514000000001,"No : 78 & 80, Ground Floor, Jalan Raja Musa Aziz, Kampung Jawa, 30300 Ipoh, Perak, Malaysia",Ipoh
99 Speedmart Malaysia,99 Speedmart 2478 (PG) Pusat Perniagaan Serdang,5.5056142,100.43373849999999,"No: 78 & 80, Ground Floor, Jalan Serdang 1, Pusat Perniagaan Serdang, 13200 Kepala Batas, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2484 (PG) Taman Merbau Indah,5.4472061,100.4314833,"No: 1976 & 1977, Ground Floor, Jln Merbau Indah, Taman Merbau Indah, 13800 Butterworth, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2486 (ME) Taman Seri Telok Emas 1,2.1706317,102.3353544,"No : 1 & 3, Jalan Seri Emas 37, Taman Seri Telok Emas, 75460 Telok Mas, Melaka, Malaysia",Melaka
99 Speedmart Malaysia,99 Speedmart 25020 (SBH) Grand Plaza Putatan,5.8919664,116.04924120000001,"Lot 1 & 2 Putatan Light Industrial Centre, Jln Putatan, Bandar Putatan, 88200 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu
99 Speedmart Malaysia,99 Speedmart 2503 (PG) Taman Mewah,5.3995501,100.373943,"No: 5016, Ground Floor, Jalan New Ferry, Taman Mewah, 12100 Butterworth, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2514 (PG) Taman Bayu Aman,5.4816799,100.3827523,"No : 8 & 10, Ground Floor, Jalan Bayu Aman, Taman Bayu Aman, 13050 Butterworth, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2541 (KH) Taman Tunku Putra,5.3710287,100.5563165,"Ground floor, No: 12 & 13, Jalan Bayu 1, Taman Tunku Putra, 09000 Kulim, Kedah, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2542 (PG) Bandar Perda,5.3705128,100.4414073,"No: 26 (Ground Floor, Jalan Perda Timur, Bandar Perda, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2562 (JH) Taman Mount Austin 2,1.5579425,103.7800618,"No: 2 (Ground Floor, Jln Austin Heights 3/2, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2571 (JH) Taman Abad,1.4872045000000003,103.7608123,"No: 11 & 13, Ground Floor, Jalan Pelanduk, Taman Abad, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 25820 (SBH) Taman Rainfield,5.9283141,116.07870229999997,"Lot S1, Ground Floor Rainfield Court Shop Lot, Jln Nosoob Hungab, 88200 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu
99 Speedmart Malaysia,99 Speedmart 2599 Jalan Pudu,3.1462038999999997,101.70062019999999,"No: 12 & 14, Ground Floor, Jln Pudu, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
99 Speedmart Malaysia,99 Speedmart 2601 (JH) Taman Melodies,1.4908112,103.76291049999999,"No: 83 (Ground Floor, Jln Beringin, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2609 (PG) Taman Bintang,5.4347074,100.3792355,"No: 6858 & 6859, Ground Floor, Jalan Bagan Jermal, Taman Bintang, 13000 Butterworth, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2612 (JH) Bandar Baru Permas Jaya 5,1.4973519000000002,103.8121287,"No: 3 & 5, Ground Floor, Jalan Permas 11, Bandar Baru Permas Jaya, 81750 Masai, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2627 Jalan Galloway,3.14263,101.70523179999999,"No: 26 & 28, Ground Floor, Jalan Galloway, Bukit Bintang, 50150 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
99 Speedmart Malaysia,99 Speedmart 2631 (ME) Taman Kota Laksamana 2,2.1943791999999998,102.24386919999999,"No: 41 & 43 (Ground Floor Jalan T.K.L, 1, 2, Taman Kota Laksamana, 75200 Melaka, Malaysia",Melaka
99 Speedmart Malaysia,99 Speedmart 2661 (JH) Taman Kempas Utama,1.5477942,103.705767,"Ground Floor, No: 2 & 6, Jln Kempas Utama 2/1, Taman Kempas Utama, 81300 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2662 (JH) De'Stulang,1.4700338,103.7813449,"No: K2-105 & K2-106 (Ground Floor De'Stulang Kompleks Perdagangan Stulang Laut, Jalan Ibrahim Sultan, Taman Stulang Laut, 80300 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2676 (JH) Taman Pelangi 2,1.4826956,103.7755545,"No: 51 & 53, Ground Floor, Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2702 (PK) Taman Buntong Jaya,4.5999494,101.0475713,"Ground Floor, No: 2 & 4, Persiaran Buntong Jaya 14, Taman Buntong Jaya, 30100 Ipoh, Perak, Malaysia",Ipoh
99 Speedmart Malaysia,99 Speedmart 2728 (PK) Jalan Pasir Puteh,4.5824263,101.08189589999999,"No 221 & 223, Ground Floor, Jalan Pasir Puteh, Taman Taiping, 31650 Ipoh, Perak, Malaysia",Ipoh
99 Speedmart Malaysia,99 Speedmart 2732 (KH) Taman Selasih,5.3763666,100.5365748,"No 3637 & 3638, Ground Floor, Jalan Selasih 2, Taman Selasih, 09000 Kulim, Kedah, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2765 (PG) Taman Kelisa Emas,5.3911275000000005,100.4080355,"No: 29 & 31, Ground Floor, Jalan Kelisa Emas 1, Taman Kelisa Emas, 13700 Perai, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2773 (PG) I-Santorini,5.4542668999999995,100.3082871,"No: 8-G-8 & 8-G-9 (Ground Floor I-Santorin, Jalan Seri Tanjung Pinang 1, Seri Tanjung Pinang, 10470 Tanjung Tokong, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2777 (JH) Taman Johor Jaya 3,1.5442430999999999,103.79517849999999,"No: 50 & 52, Ground Floor, Jalan Bakawali 39, Taman Johor Jaya, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2807 (JH) Taman Sentosa 1,1.491283,103.76819599999999,"No:, 8 & 10 (Ground Floor, Jalan Sutera 3, Taman Sentosa, 80150 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2817 (PG) PP Gemilang,5.3513855999999995,100.4412009,"No: 99 & 101, Ground Floor, Jln Perniagaan Gemilang 1, Pusat Perniagaan Gemilang, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 28222 (SBH) Segama,5.984000099999999,116.07514149999999,"Lot 4 & 5, Block B Segama Commecial Complex, Jalan Padas, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu
99 Speedmart Malaysia,99 Speedmart 2890 (JH) Taman Nong Chik Heights,1.4698179,103.7370017,"No: 20 & 21 (Ground Floor Jalan Kolam Air 1 Taman Nong Chik Heights, Kampung Nong Chik, 80100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2901 (JH) Taman Sentosa 2,1.4940995,103.7830779,"No: 258 & 260, Ground Floor, Jalan Sutera, Taman Sentosa, 80150 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2920 (PG) Jalan Gurdwara,5.4059187,100.3276159,"No: 284, Ground Floor, Jalan Gurdwara, 10300 George Town, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 2936 Bandar Baru Klang 3,3.0633987,101.4693068,"22A & 26, Lorong Tiara 1b, Bandar Baru Klang, 41150 Klang, Selangor, Malaysia",Selangor
99 Speedmart Malaysia,99 Speedmart 2963 (JH) Bandar Uda Utama,1.4969389,103.6663227,"No: 2 (Ground Floor, 8a, Jalan Uda Utama 4/1, Bandar Uda Utama, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart 2969 Jalan Pasar Pudu,3.1349682,101.7169052,"No: 119 & 121 (Ground Floor, Jalan Pasar, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
99 Speedmart Malaysia,99 Speedmart 2997 (PK) Jalan Pasir Puteh 2,4.5696352000000005,101.0798573,"Ground Floor, 635 & 637, Jalan Pasir Puteh, Kampung Pasir Puteh Baharu, 31650 Ipoh, Perak, Malaysia",Ipoh
99 Speedmart Malaysia,99 Speedmart 3049 (PK) Jalan Raja Permaisuri Bainun,4.584237,101.09200059999999,"No : 108B & 108C (Ground Floor, Jalan Raja Permaisuri Bainun, Taman Chateau, 30250 Ipoh, Perak, Malaysia",Ipoh
99 Speedmart Malaysia,99 Speedmart 3216 Residensi Trofi,3.1237521999999998,101.71112869999999,"No: G-05 (Ground Floor, Residensi Trofi 1, 1, Jalan Dua, Sungai Besi, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
99 Speedmart Malaysia,99 Speedmart 3232 (PK) Jalan Yang Kalsom,4.5908052,101.0844953,"No: 52 & 54 (Ground Floor, 50, Jalan Yang Kalsom, Taman Jubilee, 30250 Ipoh, Perak, Malaysia",Ipoh
99 Speedmart Malaysia,99 Speedmart 3373 (PG) Taman Mengkuang Indah,5.4103395,100.48597249999999,"No: 30 & 32 (Ground Floor, Lorong Mengkuang Indah 2, Taman Mengkuang Indah, 14400 Kubang Semang, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 3507 (PG) Taman Lembah Indah,5.2886071,100.4600531,"No: 6 & 8 (Ground Floor, Lorong Lembah Indah 7, Taman Lembah Indah, 14100 Simpang Ampat, Pulau Pinang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart 3515 (ME) Bandar Botani Parklane,2.2569697,102.40232259999999,"No: JC 9221 & JC 9222 (Ground Floor Jalan BBP 1 Bandar Botani, Parkland, Presint 1, 77200 Bemban, Melaka, Malaysia",Melaka
99 Speedmart Malaysia,99 Speedmart 3762 (ME) Taman Desa Baru,2.2228046,102.26513,"No: 8 & 10 (Ground Floor, Jalan Desa Baru, Taman Desa Baru, 75350 Melaka, Malaysia",Melaka
99 Speedmart Malaysia,99 Speedmart 3808 (ME) Taman Semabok Emas,2.1946792,102.2878762,"No: 11 & 13 (Ground Floor, Jalan SE 1, Taman Semabok Emas, 75050 Melaka, Malaysia",Melaka
99 Speedmart Malaysia,99 Speedmart 3823 (KT) Taman Tropika,4.8710723,101.95364,"No: 4225 & 4226 (Ground Floor, Taman Tropika, 18300 Gua Musang, Kelantan, Malaysia",Kuching
99 Speedmart Malaysia,99 Speedmart Jalan Putatan Ramayah,5.9003029,116.0715988,"Jalan Putatan Ramayah, 89500 Penampang, Sabah, Malaysia",Kota Kinabalu
99 Speedmart Malaysia,99 Speedmart Sabah HQ,6.1002649,116.1864384,"Lot No, 12, Jalan 1 Kkip Selatan, Kkip Industrial Zone 7, 88460 Kota Kinabalu, Sabah, Malaysia",Kota Kinabalu
99 Speedmart Malaysia,99 Speedmart Senai Store,1.6145756,103.7120916,"LOT 6942, JALAN SEELONG JAYA 6, KAMPUNG SEELONG JAYA, SEELONG, 81400 Senai, Johor, Malaysia",Johor Bahru
99 Speedmart Malaysia,99 Speedmart Warehouse 2 Jalan Kebun,2.9961232,101.4933942,"Lot 201, 202, 203, Jalan Sri Gambut, 41000 Klang, Selangor, Malaysia",Kuching
99 Speedmart Malaysia,99 Speedmart Warehouse Batu Kawan (WH09),5.301259099999999,100.43447549999999,"Plot 22A, Lorong PSPN 13, Penang Science Park North, 14100, 14100 Simpang Ampat, Penang, Malaysia",Penang
99 Speedmart Malaysia,99 Speedmart Warehouse Jalan Kapar,3.0722386,101.40820719999999,"8, Jalan Kapar, Batu 4, 42100 Klang, Selangor, Malaysia",Kuching
99 Speedmart Malaysia,99 Speedmart Warehouse Rawang,3.3474364999999997,101.5621201,"Kawasan Perindustrian, Lot 4326, Jalan Mohd Taib, Sungai Choh, 48000 Rawang, Selangor, Malaysia",Kuching
CU Mart Malaysia,CU,3.0757729,101.5889306,"76, Jalan SS 15/4, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU,1.5151008,103.66974379999999,"No. 127 (G Floor, Jalan Sutera Tanjung 8/2, Taman Sutera Utama, 81200 Skudai, Johor Darul Ta'zim, Malaysia",Penang
CU Mart Malaysia,CU 1 Utama Shopping Centre,3.1489857,101.6161328,"Lot F202 & F203, 1st Floor, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU 5072 @ Plaza Arkadia,3.1866467999999997,101.63628910000001,"F-G-10, Plaza Arkadia, 3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU @ DC Mall,3.1462775,101.6619886,"LOT G-05, Ground Floor, Damansara City Mall, 6, Jalan Damanlela, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Alor Setar,6.0967845,100.3567815,"48, Jalan Kuala Kedah, Taman Gunung Indah, 05400 Alor Setar, Kedah, Malaysia",Penang
CU Mart Malaysia,CU Bandar Baru Uda JB,1.4998893,103.70832999999999,"8 & 10, Jalan Padi Emas 6/1, Bandar Baru Uda, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Bandar Manjalara Kepong,3.1951278,101.6310524,"Jalan 3/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Bandar Perda • Bukit Mertajam,5.3656672,100.4361569,"Ground Floor, 456, Jln. Permatang Rawa, Bandar Perda, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",Penang
CU Mart Malaysia,CU Bukit Dahlia,1.478562,103.8938711,"28, Jalan Serangkai 18, Taman Bukit Dahlia, 81700 Pasir Gudang, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Bukit Tinggi Klang,3.0071637,101.4357124,"No.62-0, Lorong Batu Nilam 4b, Bandar Bukit Tinggi 1, 41200 Klang, Selangor, Malaysia",Selangor
CU Mart Malaysia,CU Butterworth Business City Centre,5.415101900000001,100.3794506,"22, Butterworth Business City Centre, Jalan Raja Uda, Kampung Baharu, 12300 Butterworth, Penang, Malaysia",Penang
CU Mart Malaysia,CU Centrepoint Bandar Utama.,3.137466,101.609805,"G03 & 03A, Centrepoint, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU City Junction,5.4493364,100.3049897,"2-1-3, City Junction, 2, Persiaran Lengkuas, Kampung Belachan, 10470 Tanjung Tokong, Pulau Pinang, Malaysia",Penang
CU Mart Malaysia,CU Dataran Glomac PJ,3.1028286,101.6002541,"C-G, 06, Jalan SS 6/5b, Dataran Glomac, 47301 Petaling Jaya, Selangor, Malaysia",Selangor
CU Mart Malaysia,CU Desa Petaling,3.0830534999999997,101.70443999999999,"43-G & 45-G, Jln 1/125d, Taman Desa Petaling, 57100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Eco Botanic,1.4390764,103.6205212,"82, Jalan Eko Botani 3/2, 79100 Gelang Patah, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Greentown Ipoh,4.5992122,101.096172,"Greentown, 31, Persiaran Greentown 7, Pusat Perdagangan Greentown, 30450 Ipoh, Perak, Malaysia",Ipoh
CU Mart Malaysia,CU Gurney Plaza,5.4382204,100.310036,"170, B1, 39, Gurney Dr, Georgetown, 10250 George Town, Penang, Malaysia",Penang
CU Mart Malaysia,CU IOI City Mall Putrajaya,2.969381,101.71359029999999,"Lot GE-16, Ground Floor IOI City Mall, City, Lbh IRC, Ioi Resort, 62502 Putrajaya, Selangor, Malaysia",Melaka
CU Mart Malaysia,CU Kebun Teh Johor Bahru,1.4856416,103.7539702,"14-01, Jalan Kebun Teh 1, Larkin, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Kota Masai,1.4847276,103.9375408,"23a, Jln Ekoperniagaan 7, Taman Kota Masai, 81700 Pasir Gudang, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Kuala Kangsar,4.7724768,100.9402898,"5, Persiaran Perbandaran, Bandar Baru, 33000 Kuala Kangsar, Perak, Malaysia",Penang
CU Mart Malaysia,CU Kuala Ketil,5.605160199999999,100.640581,"108 & 109, PERSIARAN KKCC 2, COMMERCIAL CENTRE, 09300 Kuala Ketil, Kedah, Malaysia",Penang
CU Mart Malaysia,CU Kulim,5.3840037999999995,100.546711,"27, Jln KLC 4, Kulim Landmark Central, 09000 Kulim, Kedah, Malaysia",Penang
CU Mart Malaysia,CU Larkin Jaya,1.4955043,103.74120029999999,"PTB NO. 24500, Jln Geroda 2/1, Larkin Jaya, 80350 Johor Bahru, Johor, Malaysia",Johor Bahru
CU Mart Malaysia,CU Mart,3.1348713,101.722742,"Lot B1-061 & 062, Level B1, MyTOWN Shopping Centre, 6, Jalan Cochrane, Seksyen 90, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Mart,3.1615531,101.7168279,"Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Mart,3.1276192,101.4685062,"No. 54 Ground Floor, Jln Setia Gemilang BM U13/BM, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",Selangor
CU Mart Malaysia,CU Mart,5.6750899,100.50811069999999,"MGG5+26, Bandar Amanjaya, 08000 Sungai Petani, Kedah, Malaysia",Penang
CU Mart Malaysia,CU Mart,1.6354875,103.66326959999999,"33-G, Jalan Terminal 5, 81400 Senai, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Mart,2.1981851,102.2319585,"10, Jln KLJ 4, Taman Kota Laksamana, 75350 Malacca, Malaysia",Melaka
CU Mart Malaysia,CU Mart - Sunway Square Mall,3.0647694,101.6038226,"3J73+WG, 47500 Subang Jaya, Selangor, Malaysia",Kuala Lumpur
CU Mart Malaysia,"CU Mart 5070, Avenue K",3.1594765999999996,101.71351489999999,"C3B, Avenue K, Jln Ampang, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Mart 5071,4.4950773,101.3893011,"B-G-31, Presint 1, Cameron Centrum, Brinchang, 39100 Brinchang, Pahang, Malaysia",Ipoh
CU Mart Malaysia,"CU Mart @ 68 Avenue, Suria Commercial, Nusa Perintis",1.4556174,103.59899449999999,"FH4X+7H, Taman Nusa Perintis, 81550 Gelang Patah, Johor, Malaysia",Johor Bahru
CU Mart Malaysia,CU Mart @ Ampang Point,3.1588456999999996,101.75012369999999,"28 (GF, Jalan Memanda 7, Taman Dato Ahmad Razali, 50450 Ampang, Selangor, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Mart @ Uptown,3.1363523000000004,101.62350029999999,"NO 47G, UPTOWN, 37, Jalan SS 21/37, Damansara Utama, 47800 Petaling Jaya, Selangor, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Mart @Tarcor Park,2.2020777,102.2230749,"188-18, Jln Persisiran Pantai, limbongan, Klebang, Melaka, Malaysia",Melaka
CU Mart Malaysia,CU Mart Cottage Walk Cyberjaya,2.9203945000000004,101.65914079999999,"Off, Persiaran APEC, Cottage Walk, 63000 Cyberjaya, Selangor, Malaysia",Selangor
CU Mart Malaysia,CU Mart Subang Bestari,3.1782279000000004,101.5479639,"19, Jalan Nova U5/N, Subang Bestari, 40150 Shah Alam, Selangor, Malaysia",Selangor
CU Mart Malaysia,CU Mart Taman Perling,1.4821153000000002,103.6848805,"No. 18-G, Jalan Persiaran Perling 1, Taman Perling, 81200 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Mart Wangsa Maju,3.1968403999999997,101.7417395,"6, Jalan Wangsa Delima 11, Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Megan Avenue,3.1619823,101.7170103,"E-D-2 & E-1-2, 1 BLOCK E, MEGAN AVENUE, Jln Tun Razak, Kuala Lumpur, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Mid Valley,3.1193065,101.6775605,"Ground Floor, North Entrance, Mid Valley City, 58000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Mount Austin Johor Bahru,1.5604094,103.7803258,"35, Jalan Austin Heights 3, Taman Mount Austin, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Mutiara Mas Skudai,1.5138711999999999,103.63173789999999,"63-G, Jln Mutiara 1/9, Mutiara Rini, 81300 Skudai, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Palo 101,4.5924533,101.0862458,"189-B, Jalan Sultan Iskandar, Taman Jubilee, 30000 Ipoh, Perak, Malaysia",Ipoh
CU Mart Malaysia,CU Permas Jaya,1.4965157999999998,103.8151934,"1, Jln Permas 10, Bandar Baru Permas Jaya, 81750 Johor Bahru, Johor Darul Ta'zim, Malaysia",Johor Bahru
CU Mart Malaysia,CU Queens Waterfront,5.3322081,100.3095759,"SU-G-25, Q1, QUEENS RESIDENCES, Persiaran Bayan Indah, 11900 Bayan Lepas, Penang, Malaysia",Penang
CU Mart Malaysia,CU Riverfront Sungai Petani,5.6399843,100.48100230000001,"No.101, Tingkat, 1, Jalan Mawar 2, Taman Pekan Baru, 08000 Sungai Petani, Kedah, Malaysia",Penang
CU Mart Malaysia,CU Rohas KLCC,3.1552151999999998,101.7090279,"11, Jalan P. Ramlee, City Centre, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,"CU Seksyen 13, Shah Alam",3.0757992,101.5518776,"Seksyen 13, 40100 Shah Alam, Selangor, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Setia City Mall,3.1094684999999997,101.4602178,"LG-131, Lower Ground Floor, Setia City Mall, 7, Persiaran Setia Dagang, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",Selangor
CU Mart Malaysia,CU Solaria Square,5.300138899999999,100.2661972,"G-7, SOLARIA SQUARE, Jalan Tun Dr Awang, Kampung Perlis, 11900 Bayan Lepas, Penang, Malaysia",Penang
CU Mart Malaysia,CU Solaris,3.1757020999999996,101.65970879999999,"No. 20-G, Jalan Solaris 4, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Southkey,1.5013337999999998,103.7774187,"F-028, THE MALL, MID VALLEY SOUTHKEY, 1, Persiaran Southkey 1, Southkey, 80150 Johor Bahru, Johor, Malaysia",Johor Bahru
CU Mart Malaysia,CU Subang Perdana Shah Alam,3.1488253,101.5444129,"27, Jalan Dinar U3/G, Taman Subang Perdana, 40150 Shah Alam, Selangor, Malaysia",Selangor
CU Mart Malaysia,CU Sunway Giza,3.1509565999999998,101.59170770000001,"Sunway Giza, Jalan PJU 5/14, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",Selangor
CU Mart Malaysia,CU TTDI,3.1416606999999996,101.62845130000001,"11, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Kuala Lumpur
CU Mart Malaysia,CU Taman Pauh Jaya,5.3698516,100.4161451,"NO. B1-G-16, Elevate, 1, Lrg Pauh Jaya 1/3, Taman Pauh Jaya, 13500 Permatang Pauh, Penang, Malaysia",Penang
CU Mart Malaysia,CU Tampin,2.4637469,102.2359465,"28, JALAN BANDAR SATELIT SEBANG 1, SEKSYEN 1, BANDAR SATELIT SEBANG, 78000 Alor Gajah, Malacca, Malaysia",Melaka
CU Mart Malaysia,CU UTP,4.3827178,100.9642581,"Pocket C, Universiti Teknologi PETRONAS, Persiaran UTP, 32610 Seri Iskandar, Perak, Malaysia",Ipoh
CU Mart Malaysia,CU mart @ Kuala Selangor,3.3218134,101.26701609999999,"16 & 18, Jalan Bendahara 1a, Taman Bendahara, 45000 Kuala Selangor, Selangor, Malaysia",Ipoh
CU Mart Malaysia,Restaurant C U Village Sdn. Bhd.,4.5986991,101.0948052,"3A, Persiaran Greentown 5, Greentown Business Centre, 31350 Ipoh, Perak, Malaysia",Ipoh
